date,OT,mem_util_percent,mem_gps,net_in,net_out,disk_io_percent
1970-01-07 10:17:00,70.75,93.5,16.465,69.73,48.458,11.0
1970-01-07 10:18:00,70.875,92.25,16.982,69.73,48.458999999999996,8.0
1970-01-07 10:19:00,71.0,91.0,17.5,69.73,48.46,5.0
1970-01-07 10:20:00,64.75,92.25,18.435,69.74,48.46,4.0
1970-01-07 10:21:00,63.958,91.792,18.899,69.74,48.465,4.5
1970-01-07 10:22:00,63.167,91.333,19.363,69.74,48.47,5.0
1970-01-07 10:23:00,69.667,92.667,17.927,69.74,48.47,3.0
1970-01-07 10:24:00,67.0,92.0,18.66,69.75,48.47,5.0
1970-01-07 10:25:00,60.0,91.0,19.02,69.75,48.48,16.0
1970-01-07 10:26:00,62.5,91.75,18.838,69.75,48.48,10.0
1970-01-07 10:27:00,62.0,92.25,18.925,69.758,48.48,8.0
1970-01-07 10:28:00,64.5,93.0,17.255,69.76,48.48,4.0
1970-01-07 10:29:00,63.667,90.0,17.88,69.76,48.49,6.0
1970-01-07 10:30:00,59.0,90.0,18.44,69.76,48.49,4.0
1970-01-07 10:31:00,61.0,91.5,20.315,69.77,48.49,4.0
1970-01-07 10:32:00,53.0,87.0,18.18,69.78,48.5,2.0
1970-01-07 10:33:00,62.75,88.5,20.148,69.78,48.5,3.0
1970-01-07 10:34:00,63.0,89.0,20.335,69.78,48.5,4.0
1970-01-07 10:35:00,62.5,89.0,19.72,69.78,48.5,6.0
1970-01-07 10:36:00,60.667,88.667,20.147000000000002,69.79,48.51,4.0
1970-01-07 10:37:00,58.0,89.0,21.2,69.79,48.51,5.0
1970-01-07 10:38:00,58.5,89.75,18.462,69.79,48.51,3.0
1970-01-07 10:39:00,54.75,88.5,19.61,69.795,48.515,4.0
1970-01-07 10:40:00,62.0,90.0,18.03,69.8,48.52,4.0
1970-01-07 10:41:00,57.5,91.0,20.565,69.8,48.52,3.0
1970-01-07 10:42:00,59.0,90.0,18.75,69.805,48.52,5.0
1970-01-07 10:43:00,54.0,89.0,19.255,69.81,48.53,3.0
1970-01-07 10:44:00,56.0,86.0,19.758,69.81,48.53,4.0
1970-01-07 10:45:00,60.333,86.333,19.442999999999998,69.81,48.53,5.0
1970-01-07 10:46:00,59.5,86.0,19.71,69.815,48.53,8.0
1970-01-07 10:47:00,62.5,87.5,19.42,69.82,48.54,5.0
1970-01-07 10:48:00,58.0,86.0,18.545,69.82,48.54,7.0
1970-01-07 10:49:00,57.0,85.0,19.64,69.82,48.54,8.0
1970-01-07 10:50:00,60.0,85.0,16.42,69.83,48.55,6.0
1970-01-07 10:51:00,55.0,88.0,20.18,69.83,48.55,8.0
1970-01-07 10:52:00,57.0,86.75,19.955,69.83,48.55,4.0
1970-01-07 10:53:00,62.667,87.333,19.057000000000002,69.84,48.556999999999995,4.0
1970-01-07 10:54:00,63.25,87.5,17.817999999999998,69.84,48.56,3.0
1970-01-07 10:55:00,56.5,86.5,19.475,69.84,48.56,4.0
1970-01-07 10:56:00,62.667,87.667,19.403,69.843,48.56,3.0
1970-01-07 10:57:00,63.0,88.0,18.63,69.85,48.56,5.0
1970-01-07 10:58:00,54.5,88.5,19.095,69.85,48.57,3.0
1970-01-07 10:59:00,65.75,89.0,16.822,69.85,48.57,7.0
1970-01-07 11:00:00,56.0,89.0,20.65,69.86,48.57,6.0
1970-01-07 11:01:00,60.667,89.333,17.657,69.86,48.58,7.0
1970-01-07 11:02:00,66.333,90.667,18.42,69.86,48.58,5.0
1970-01-07 11:03:00,64.0,90.0,18.835,69.86,48.58,3.0
1970-01-07 11:04:00,66.0,91.333,15.68,69.87,48.583,5.0
1970-01-07 11:05:00,65.0,91.333,16.963,69.87,48.59,5.0
1970-01-07 11:06:00,69.0,89.333,17.127,69.87,48.59,5.0
1970-01-07 11:07:00,64.8,89.0,18.046,69.878,48.59,10.0
1970-01-07 11:08:00,64.0,89.0,17.05,69.88,48.59,10.0
1970-01-07 11:09:00,61.5,89.0,17.16,69.88,48.6,6.0
1970-01-07 11:10:00,61.0,90.0,19.93,69.88,48.6,3.0
1970-01-07 11:11:00,63.5,90.0,17.465,69.89,48.6,2.0
1970-01-07 11:12:00,57.0,89.0,19.62,69.89,48.61,4.0
1970-01-07 11:13:00,58.5,90.0,19.225,69.89,48.61,3.0
1970-01-07 11:14:00,71.0,91.0,15.27,69.9,48.61,8.0
1970-01-07 11:15:00,62.667,91.0,16.82,69.9,48.61,6.0
1970-01-07 11:16:00,63.75,90.5,18.285,69.9,48.62,7.0
1970-01-07 11:17:00,68.25,91.5,16.725,69.902,48.62,5.0
1970-01-07 11:18:00,62.0,90.5,17.345,69.91,48.62,8.0
1970-01-07 11:19:00,63.75,92.25,17.002,69.91,48.622,8.0
1970-01-07 11:20:00,62.0,93.0,15.79,69.92,48.63,8.0
1970-01-07 11:21:00,61.5,89.5,18.155,69.92,48.63,10.0
1970-01-07 11:22:00,65.0,89.75,18.418,69.92,48.63,12.0
1970-01-07 11:23:00,60.0,87.5,17.865,69.925,48.635,7.0
1970-01-07 11:24:00,61.5,87.5,18.84,69.93,48.64,6.0
1970-01-07 11:25:00,58.0,87.0,19.89,69.93,48.64,4.0
1970-01-07 11:26:00,61.333,87.667,19.237000000000002,69.933,48.64,4.0
1970-01-07 11:27:00,67.75,90.0,17.12,69.94,48.65,6.0
1970-01-07 11:28:00,71.5,91.0,15.95,69.94,48.65,12.0
1970-01-07 11:29:00,69.0,92.0,14.46,69.94,48.65,8.0
1970-01-07 11:30:00,72.5,92.5,16.57,69.95,48.65,6.0
1970-01-07 11:31:00,70.8,93.8,16.79,69.95,48.66,5.0
1970-01-07 11:32:00,68.0,93.5,16.7,69.95,48.66,8.0
1970-01-07 11:33:00,64.333,92.667,17.737000000000002,69.953,48.66,5.0
1970-01-07 11:34:00,67.0,92.5,18.155,69.96,48.665,7.0
1970-01-07 11:35:00,65.5,91.5,16.21,69.96,48.67,8.0
1970-01-07 11:36:00,62.0,91.0,17.395,69.96,48.67,12.0
1970-01-07 11:37:00,62.0,90.0,19.76,69.96300000000001,48.67,6.0
1970-01-07 11:38:00,60.333,90.0,19.017,69.97,48.677,4.0
1970-01-07 11:39:00,62.0,89.5,18.945,69.97,48.68,4.0
1970-01-07 11:40:00,66.0,91.0,18.77,69.97,48.68,6.0
1970-01-07 11:41:00,62.4,91.6,18.282,69.97800000000001,48.68,9.0
1970-01-07 11:42:00,64.667,92.0,17.413,69.98,48.69,6.0
1970-01-07 11:43:00,65.0,92.0,18.08,69.98,48.69,2.0
1970-01-07 11:44:00,65.5,90.5,17.98,69.98,48.69,1.0
1970-01-07 11:45:00,71.0,92.0,17.85,69.99,48.69,3.0
1970-01-07 11:46:00,66.0,93.25,16.708,69.99,48.7,8.0
1970-01-07 11:47:00,64.75,94.25,17.08,69.99,48.7,6.0
1970-01-07 11:48:00,67.667,94.333,17.762999999999998,69.993,48.7,9.0
1970-01-07 11:49:00,67.0,93.0,18.75,70.0,48.7,10.0
1970-01-07 11:50:00,65.5,93.5,17.345,70.0,48.71,11.0
1970-01-07 11:51:00,63.0,93.0,16.073,70.0,48.71,4.0
1970-01-07 11:52:00,59.75,93.0,17.812,70.01,48.71,7.0
1970-01-07 11:53:00,60.0,92.0,17.58,70.01,48.72,6.0
1970-01-07 11:54:00,68.333,92.0,17.852999999999998,70.01,48.72,17.0
1970-01-07 11:55:00,65.2,93.2,18.802,70.018,48.72,10.0
1970-01-07 11:56:00,63.5,94.5,17.255,70.02,48.72,8.0
1970-01-07 11:57:00,64.0,93.5,17.585,70.02,48.725,7.0
1970-01-07 11:58:00,63.0,93.0,17.27,70.02,48.73,8.0
1970-01-07 11:59:00,62.0,94.75,18.995,70.03,48.73,5.0
1970-01-07 12:00:00,59.75,94.625,18.618,70.03,48.735,4.5
1970-01-07 12:01:00,57.5,94.5,18.24,70.03,48.74,4.0
1970-01-07 12:02:00,58.6,91.8,18.652,70.04,48.74,4.0
1970-01-07 12:03:00,64.0,91.75,18.412,70.04,48.74,2.0
1970-01-07 12:04:00,62.5,91.5,16.3,70.04,48.74,9.0
1970-01-07 12:05:00,64.6,92.0,17.328,70.044,48.75,12.0
1970-01-07 12:06:00,61.5,91.0,17.17,70.05,48.75,11.0
1970-01-07 12:07:00,66.25,91.25,16.862000000000002,70.05,48.75,7.0
1970-01-07 12:08:00,66.0,91.0,17.11,70.05,48.76,5.0
1970-01-07 12:09:00,68.0,92.4,17.846,70.058,48.76,7.0
1970-01-07 12:10:00,64.5,93.0,17.345,70.06,48.76,5.0
1970-01-07 12:11:00,66.667,94.0,17.037,70.06,48.76,3.0
1970-01-07 12:12:00,64.0,93.0,19.3,70.06,48.77,4.0
1970-01-07 12:13:00,62.667,93.0,17.54,70.07,48.77,5.0
1970-01-07 12:14:00,62.667,94.0,18.633,70.07,48.77,4.0
1970-01-07 12:15:00,68.0,95.0,17.44,70.07,48.77,4.0
1970-01-07 12:16:00,63.5,92.5,18.112000000000002,70.077,48.778,7.0
1970-01-07 12:17:00,60.25,92.0,18.227999999999998,70.08,48.78,5.0
1970-01-07 12:18:00,62.0,92.75,17.225,70.08,48.78,5.0
1970-01-07 12:19:00,60.0,92.0,18.07,70.08,48.78,4.0
1970-01-07 12:20:00,61.0,92.0,17.91,70.09,48.79,4.0
1970-01-07 12:21:00,59.75,91.25,17.595,70.09,48.79,4.0
1970-01-07 12:22:00,59.5,90.0,18.105,70.09,48.79,5.0
1970-01-07 12:23:00,64.0,91.0,16.53,70.09,48.79,3.0
1970-01-07 12:24:00,64.0,91.0,16.53,70.09,48.79,3.0
1970-01-07 12:25:00,64.0,91.0,16.53,70.09,48.79,3.0
1970-01-07 12:26:00,66.25,93.75,15.632,70.1,48.8,3.0
1970-01-07 12:27:00,64.0,95.0,16.04,70.11,48.8,4.0
1970-01-07 12:28:00,61.75,92.75,18.47,70.11,48.81,4.0
1970-01-07 12:29:00,64.75,93.25,17.055,70.11,48.81,4.0
1970-01-07 12:30:00,64.625,93.125,16.912,70.115,48.812,4.0
1970-01-07 12:31:00,64.5,93.0,16.77,70.12,48.815,4.0
1970-01-07 12:32:00,64.0,92.0,14.95,70.12,48.82,6.0
1970-01-07 12:33:00,58.0,92.0,17.435,70.12,48.82,4.0
1970-01-07 12:34:00,61.333,94.0,17.88,70.123,48.82,7.0
1970-01-07 12:35:00,59.5,94.0,19.13,70.13,48.82,4.0
1970-01-07 12:36:00,64.0,94.0,16.93,70.13,48.83,4.0
1970-01-07 12:37:00,65.0,94.0,16.31,70.13,48.83,3.0
1970-01-07 12:38:00,63.25,93.75,17.12,70.14,48.83,2.0
1970-01-07 12:39:00,64.0,95.0,15.64,70.14,48.84,6.0
1970-01-07 12:40:00,62.0,95.0,17.73,70.14,48.84,4.0
1970-01-07 12:41:00,66.5,96.0,16.05,70.145,48.84,5.0
1970-01-07 12:42:00,65.416,96.334,16.516,70.148,48.843999999999994,6.0
1970-01-07 12:43:00,64.333,96.667,16.983,70.15,48.847,7.0
1970-01-07 12:44:00,67.0,97.5,16.115,70.155,48.85,4.0
1970-01-07 12:45:00,67.0,97.0,17.44,70.16,48.85,3.0
1970-01-07 12:46:00,59.0,93.0,15.32,70.16,48.85,4.0
1970-01-07 12:47:00,63.333,93.0,17.063,70.16,48.86,5.0
1970-01-07 12:48:00,64.0,93.667,17.06,70.167,48.86,6.0
1970-01-07 12:49:00,66.333,94.333,16.077,70.17,48.86,6.0
1970-01-07 12:50:00,66.25,94.75,17.035,70.17,48.868,5.0
1970-01-07 12:51:00,63.0,95.0,15.92,70.17,48.87,4.0
1970-01-07 12:52:00,62.75,95.0,16.96,70.18,48.87,2.0
1970-01-07 12:53:00,63.0,93.667,17.442999999999998,70.18,48.87,3.0
1970-01-07 12:54:00,63.0,94.0,17.928,70.18,48.88,2.0
1970-01-07 12:55:00,62.667,95.0,18.287,70.19,48.88,4.0
1970-01-07 12:56:00,63.5,94.0,17.44,70.19,48.88,3.0
1970-01-07 12:57:00,63.667,94.667,16.28,70.19,48.88,5.0
1970-01-07 12:58:00,62.0,94.0,18.47,70.19,48.89,4.0
1970-01-07 12:59:00,63.25,95.0,16.815,70.197,48.89,3.0
1970-01-07 13:00:00,62.0,94.0,17.22,70.2,48.89,3.0
1970-01-07 13:01:00,61.5,95.0,15.58,70.2,48.89,5.0
1970-01-07 13:02:00,61.5,95.5,16.26,70.2,48.9,2.0
1970-01-07 13:03:00,62.333,95.0,17.957,70.21,48.9,4.0
1970-01-07 13:04:00,56.0,94.0,16.64,70.21,48.9,4.0
1970-01-07 13:05:00,62.5,94.5,16.625,70.21,48.905,7.0
1970-01-07 13:06:00,61.5,95.0,17.645,70.21,48.91,2.0
1970-01-07 13:07:00,64.0,95.333,16.867,70.22,48.91,3.0
1970-01-07 13:08:00,63.6,94.2,17.898,70.22,48.91,2.0
1970-01-07 13:09:00,65.5,93.0,17.605,70.22,48.92,2.0
1970-01-07 13:10:00,62.0,93.0,17.495,70.225,48.92,4.0
1970-01-07 13:11:00,62.0,93.4,17.904,70.23,48.92,3.0
1970-01-07 13:12:00,64.667,93.0,18.673,70.23,48.92,4.0
1970-01-07 13:13:00,73.333,93.333,15.363,70.23,48.93,10.0
1970-01-07 13:14:00,67.333,94.0,16.437,70.233,48.93,3.0
1970-01-07 13:15:00,68.0,92.75,16.72,70.24,48.93,3.0
1970-01-07 13:16:00,68.0,91.5,17.485,70.24,48.93,4.0
1970-01-07 13:17:00,67.667,91.0,16.423,70.24,48.94,7.0
1970-01-07 13:18:00,68.0,90.75,16.89,70.245,48.94,4.0
1970-01-07 13:19:00,60.333,90.667,17.033,70.25,48.94,3.0
1970-01-07 13:20:00,59.5,91.0,18.14,70.25,48.94,3.0
1970-01-07 13:21:00,59.667,90.667,18.88,70.25,48.95,3.0
1970-01-07 13:22:00,57.333,91.667,17.102999999999998,70.26,48.95,4.0
1970-01-07 13:23:00,60.667,92.0,18.78,70.26,48.95,3.0
1970-01-07 13:24:00,64.5,93.0,19.43,70.26,48.95,2.0
1970-01-07 13:25:00,64.667,93.0,18.23,70.267,48.96,3.0
1970-01-07 13:26:00,59.0,93.0,20.3,70.27,48.96,5.0
1970-01-07 13:27:00,62.0,94.0,17.44,70.27,48.96,3.0
1970-01-07 13:28:00,61.333,93.0,18.537,70.27,48.963,2.0
1970-01-07 13:29:00,58.416000000000004,93.0,18.430999999999997,70.275,48.966,2.5
1970-01-07 13:30:00,55.5,93.0,18.325,70.28,48.97,3.0
1970-01-07 13:31:00,61.0,94.0,19.55,70.28,48.97,2.0
1970-01-07 13:32:00,61.333,93.333,20.057000000000002,70.28,48.98,4.0
1970-01-07 13:33:00,67.25,95.0,18.412,70.29,48.98,3.0
1970-01-07 13:34:00,60.333,93.333,18.733,70.29,48.98,5.0
1970-01-07 13:35:00,67.0,94.333,18.593,70.29,48.986999999999995,5.0
1970-01-07 13:36:00,65.0,95.0,16.163,70.297,48.99,4.0
1970-01-07 13:37:00,59.667,95.333,17.963,70.3,48.99,4.0
1970-01-07 13:38:00,52.25,93.0,19.622,70.3,48.995,4.0
1970-01-07 13:39:00,53.4,93.6,19.768,70.3,49.0,3.0
1970-01-07 13:40:00,54.95,94.3,19.956,70.305,49.0,2.5
1970-01-07 13:41:00,56.5,95.0,20.145,70.31,49.0,2.0
1970-01-07 13:42:00,54.5,95.5,18.205,70.31,49.005,4.0
1970-01-07 13:43:00,55.667,96.0,19.79,70.313,49.01,2.0
1970-01-07 13:44:00,56.667,95.667,18.39,70.32,49.01,2.0
1970-01-07 13:45:00,54.5,96.0,19.385,70.32,49.015,6.0
1970-01-07 13:46:00,60.0,97.0,18.23,70.32,49.02,5.0
1970-01-07 13:47:00,57.333,96.0,19.093,70.33,49.02,4.0
1970-01-07 13:48:00,62.0,95.5,22.525,70.33,49.02,5.0
1970-01-07 13:49:00,63.333,96.0,17.49,70.33,49.03,5.0
1970-01-07 13:50:00,61.333,96.333,17.447,70.34,49.03,5.0
1970-01-07 13:51:00,59.0,95.0,18.38,70.34,49.03,6.0
1970-01-07 13:52:00,58.0,94.0,16.76,70.34,49.04,6.0
1970-01-07 13:53:00,60.333,95.0,19.643,70.35,49.04,7.0
1970-01-07 13:54:00,59.0,95.0,19.295,70.35,49.04,4.0
1970-01-07 13:55:00,53.667,94.0,19.743,70.35,49.04,3.0
1970-01-07 13:56:00,53.0,95.0,18.61,70.36,49.05,3.0
1970-01-07 13:57:00,51.5,95.0,20.12,70.36,49.05,3.0
1970-01-07 13:58:00,52.0,94.0,18.59,70.36,49.05,4.0
1970-01-07 13:59:00,54.0,93.5,20.06,70.36,49.055,3.0
1970-01-07 14:00:00,52.0,92.4,21.086,70.37,49.06,2.0
1970-01-07 14:01:00,52.25,91.7,22.528000000000002,70.37,49.062,2.5
1970-01-07 14:02:00,52.5,91.0,23.97,70.37,49.065,3.0
1970-01-07 14:03:00,52.0,91.667,19.257,70.373,49.07,5.0
1970-01-07 14:04:00,52.5,92.0,19.9,70.38,49.07,6.0
1970-01-07 14:05:00,52.8,91.2,21.48,70.38,49.07,5.0
1970-01-07 14:06:00,56.667,92.0,18.847,70.38,49.073,5.0
1970-01-07 14:07:00,59.0,93.0,20.07,70.39,49.08,6.0
1970-01-07 14:08:00,55.0,93.0,18.86,70.39,49.08,6.0
1970-01-07 14:09:00,57.0,93.0,20.305,70.39,49.08,4.0
1970-01-07 14:10:00,55.6,93.4,20.83,70.392,49.088,4.0
1970-01-07 14:11:00,54.0,93.0,17.87,70.4,49.09,3.0
1970-01-07 14:12:00,58.5,95.0,18.405,70.4,49.09,2.0
1970-01-07 14:13:00,60.5,96.0,19.3,70.4,49.09,5.0
1970-01-07 14:14:00,59.5,97.0,18.2,70.41,49.1,6.0
1970-01-07 14:15:00,59.0,95.5,19.445,70.41,49.1,4.0
1970-01-07 14:16:00,57.667,96.0,17.787,70.41,49.1,3.0
1970-01-07 14:17:00,57.0,97.0,17.04,70.42,49.1,3.0
1970-01-07 14:18:00,58.667,96.0,18.68,70.42,49.11,3.0
1970-01-07 14:19:00,62.333,96.333,18.58,70.42,49.11,7.0
1970-01-07 14:20:00,63.0,96.0,19.41,70.42,49.11,4.0
1970-01-07 14:21:00,60.0,95.667,18.31,70.43,49.113,5.0
1970-01-07 14:22:00,50.667,92.0,19.797,70.43,49.12,3.0
1970-01-07 14:23:00,56.667,91.667,18.523,70.437,49.12,3.0
1970-01-07 14:24:00,57.0,92.5,18.81,70.44,49.12,5.0
1970-01-07 14:25:00,56.0,93.0,18.26,70.44,49.13,4.0
1970-01-07 14:26:00,57.0,92.0,19.185,70.44,49.13,3.0
1970-01-07 14:27:00,54.5,91.5,19.765,70.45,49.13,4.0
1970-01-07 14:28:00,55.0,92.0,19.34,70.45,49.14,5.0
1970-01-07 14:29:00,54.0,91.0,20.663,70.45,49.14,8.0
1970-01-07 14:30:00,58.333,93.0,19.547,70.46,49.14,4.0
1970-01-07 14:31:00,58.667,94.0,19.012999999999998,70.46,49.143,6.0
1970-01-07 14:32:00,61.5,93.0,19.145,70.46,49.15,6.0
1970-01-07 14:33:00,54.5,93.5,21.215,70.465,49.15,5.0
1970-01-07 14:34:00,56.0,93.0,19.55,70.47,49.15,3.0
1970-01-07 14:35:00,56.5,93.25,21.42,70.47,49.152,4.0
1970-01-07 14:36:00,53.0,94.5,21.275,70.47,49.16,5.0
1970-01-07 14:37:00,57.333,94.0,20.2,70.477,49.16,5.0
1970-01-07 14:38:00,52.5,92.0,20.43,70.48,49.16,3.0
1970-01-07 14:39:00,52.0,92.5,21.525,70.48,49.17,12.0
1970-01-07 14:40:00,57.75,92.25,18.29,70.482,49.17,7.0
1970-01-07 14:41:00,56.0,92.0,18.855,70.49,49.17,4.0
1970-01-07 14:42:00,58.0,92.5,19.338,70.49,49.172,5.0
1970-01-07 14:43:00,54.333,93.0,18.2,70.493,49.18,3.0
1970-01-07 14:44:00,55.25,93.0,17.895,70.5,49.18,4.0
1970-01-07 14:45:00,56.667,92.667,19.85,70.5,49.18,5.0
1970-01-07 14:46:00,56.0,93.0,19.42,70.5,49.19,5.0
1970-01-07 14:47:00,53.0,92.0,19.877,70.51,49.19,5.0
1970-01-07 14:48:00,48.667,92.0,20.437,70.51,49.19,3.0
1970-01-07 14:49:00,53.667,92.0,21.377,70.51,49.19,3.0
1970-01-07 14:50:00,50.0,91.75,21.668000000000003,70.515,49.198,3.0
1970-01-07 14:51:00,52.0,92.0,20.816,70.52,49.2,3.0
1970-01-07 14:52:00,47.25,91.5,20.468,70.52,49.2,3.0
1970-01-07 14:53:00,42.0,90.0,24.66,70.53,49.2,5.0
1970-01-07 14:54:00,47.0,90.667,22.886999999999997,70.53,49.21,2.0
1970-01-07 14:55:00,44.25,91.75,23.092,70.53,49.21,3.0
1970-01-07 14:56:00,47.0,92.0,23.483,70.53,49.21,2.0
1970-01-07 14:57:00,47.5,92.0,19.945,70.54,49.22,3.0
1970-01-07 14:58:00,52.667,93.0,19.287,70.54,49.22,2.0
1970-01-07 14:59:00,49.5,92.5,20.315,70.54,49.22,4.0
1970-01-07 15:00:00,57.333,94.0,20.0,70.547,49.227,3.0
1970-01-07 15:01:00,61.0,94.667,18.087,70.55,49.23,12.0
1970-01-07 15:02:00,58.0,91.5,18.1,70.55,49.23,18.0
1970-01-07 15:03:00,57.0,91.667,20.497,70.557,49.23,25.0
1970-01-07 15:04:00,60.0,92.0,19.39,70.56,49.24,24.0
1970-01-07 15:05:00,66.0,92.0,21.18,70.56,49.24,11.0
1970-01-07 15:06:00,61.0,92.0,18.51,70.56,49.24,6.0
1970-01-07 15:07:00,56.0,91.0,23.04,70.57,49.24,12.0
1970-01-07 15:08:00,66.333,93.333,16.343,70.57,49.25,4.0
1970-01-07 15:09:00,68.333,93.0,17.09,70.57,49.25,9.0
1970-01-07 15:10:00,60.0,92.5,18.78,70.575,49.25,6.0
1970-01-07 15:11:00,49.0,91.0,20.165,70.58,49.25,6.0
1970-01-07 15:12:00,54.0,89.5,21.36,70.58,49.26,2.0
1970-01-07 15:13:00,49.333,89.667,21.78,70.583,49.26,4.0
1970-01-07 15:14:00,55.25,90.75,19.518,70.59,49.26,1.0
1970-01-07 15:15:00,54.5,90.25,20.127,70.59,49.265,2.0
1970-01-07 15:16:00,59.75,90.75,20.183,70.595,49.27,5.0
1970-01-07 15:17:00,56.667,91.333,20.51,70.6,49.27,3.0
1970-01-07 15:18:00,55.167,91.0,20.717,70.6,49.27,3.0
1970-01-07 15:19:00,56.333,90.667,19.743,70.6,49.273,5.0
1970-01-07 15:20:00,49.5,90.5,21.79,70.61,49.28,3.0
1970-01-07 15:21:00,57.0,92.0,19.44,70.61,49.28,4.0
1970-01-07 15:22:00,47.75,90.75,21.31,70.61,49.28,4.0
1970-01-07 15:23:00,47.333,89.0,22.063000000000002,70.62,49.29,2.0
1970-01-07 15:24:00,46.6,89.0,21.04,70.62,49.29,4.0
1970-01-07 15:25:00,46.333,89.0,22.34,70.62,49.29,2.0
1970-01-07 15:26:00,43.75,89.5,21.445,70.628,49.295,3.0
1970-01-07 15:27:00,47.0,90.0,20.92,70.63,49.3,3.0
1970-01-07 15:28:00,48.0,89.0,22.61,70.63,49.3,5.0
1970-01-07 15:29:00,46.5,90.0,20.96,70.63,49.3,3.0
1970-01-07 15:30:00,47.0,90.667,21.52,70.64,49.306999999999995,5.0
1970-01-07 15:31:00,49.0,91.0,21.985,70.64,49.31,5.0
1970-01-07 15:32:00,52.0,91.0,20.357,70.64,49.31,3.0
1970-01-07 15:33:00,60.0,92.0,18.107,70.648,49.312,4.0
1970-01-07 15:34:00,60.0,93.0,19.44,70.65,49.32,5.0
1970-01-07 15:35:00,52.5,93.0,21.09,70.65,49.32,6.0
1970-01-07 15:36:00,53.0,93.0,22.04,70.65,49.32,5.0
1970-01-07 15:37:00,49.0,93.5,19.02,70.66,49.325,4.0
1970-01-07 15:38:00,50.0,94.333,21.826999999999998,70.66,49.33,2.0
1970-01-07 15:39:00,56.0,94.0,22.77,70.66,49.33,2.0
1970-01-07 15:40:00,53.667,93.333,21.433000000000003,70.663,49.33,4.0
1970-01-07 15:41:00,52.5,93.0,21.6,70.67,49.335,2.0
1970-01-07 15:42:00,46.333,93.0,23.0,70.67,49.34,5.0
1970-01-07 15:43:00,48.667,93.0,20.767,70.67,49.34,3.0
1970-01-07 15:44:00,46.0,93.0,20.576999999999998,70.67699999999999,49.34,3.0
1970-01-07 15:45:00,49.333,93.0,20.963,70.68,49.35,2.0
1970-01-07 15:46:00,49.25,93.0,21.145,70.68,49.35,2.0
1970-01-07 15:47:00,49.0,92.5,20.645,70.68,49.35,4.0
1970-01-07 15:48:00,52.0,92.0,22.78,70.69,49.35,3.0
1970-01-07 15:49:00,51.333,93.0,20.987,70.69,49.36,2.0
1970-01-07 15:50:00,52.333,92.667,20.913,70.69,49.36,4.0
1970-01-07 15:51:00,53.0,94.0,20.25,70.695,49.36,4.0
1970-01-07 15:52:00,50.0,94.0,20.19,70.7,49.37,4.0
1970-01-07 15:53:00,52.0,94.0,20.83,70.7,49.37,2.0
